date,State,cases,deaths,population,new_cases,new_deaths,cases_per_100k,deaths_per_100k,new_cases_per_100k,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,overall_pct_change,AREA_SQMI,White,IncomePerCap,Poverty,ChildPoverty,Service,Production,dem_gop_diff_16,FBFilterBubble
2020-06-03,KS,10224,224,2913314,118.0,2.0,350.9405439990334,7.688838209681483,4.050370128314353,-2.0,12.0,130.0,5.0,-31.0,8.0,20.333333333333332,81758.35300000003,77.04388823731317,27706.47162431079,13.625082725916151,17.82599292703355,16.886640797210635,13.813521664632432,0.20914625839463283,19.855264861224395
2020-06-04,KS,10224,224,2913314,112.71428571428571,1.5714285714285714,350.9405439990334,7.688838209681483,3.868937083825695,-8.0,3.0,130.0,3.0,-32.0,9.0,17.5,81758.35300000003,77.04388823731317,27706.47162431079,13.625082725916151,17.82599292703355,16.886640797210635,13.813521664632432,0.20914625839463283,19.855264861224395
2020-06-05,KS,10432,231,2913314,95.57142857142857,2.5714285714285716,358.08017947945194,7.9291144037340295,3.280505588186806,-3.0,2.0,173.0,7.0,-29.0,6.0,26.0,81758.35300000003,77.04388823731317,27706.47162431079,13.625082725916151,17.82599292703355,16.886640797210635,13.813521664632432,0.20914625839463283,19.855264861224395
2020-06-06,KS,10432,231,2913314,95.57142857142857,2.5714285714285716,358.08017947945194,7.9291144037340295,3.280505588186806,,,,,,,,81758.35300000003,77.04388823731317,27706.47162431079,13.625082725916151,17.82599292703355,16.886640797210635,13.813521664632432,0.20914625839463283,19.855264861224395
2020-06-07,KS,10466,231,2913314,100.42857142857143,2.5714285714285716,359.24723527913574,7.9291144037340295,3.4472278452844916,,,,,,,,81758.35300000003,77.04388823731317,27706.47162431079,13.625082725916151,17.82599292703355,16.886640797210635,13.813521664632432,0.20914625839463283,19.855264861224395
2020-06-08,KS,10690,235,2913314,91.14285714285714,3.0,366.9360734888172,8.066415086049771,3.128494118480093,,,,,,,,81758.35300000003,77.04388823731317,27706.47162431079,13.625082725916151,17.82599292703355,16.886640797210635,13.813521664632432,0.20914625839463283,19.855264861224395
2020-06-09,KS,10690,235,2913314,88.42857142857143,2.142857142857143,366.9360734888172,8.066415086049771,3.0353257983372695,,,,,,,,81758.35300000003,77.04388823731317,27706.47162431079,13.625082725916151,17.82599292703355,16.886640797210635,13.813521664632432,0.20914625839463283,19.855264861224395
2020-02-15,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,-1.0,-1.0,1.8333333333333333,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-16,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,2.0,-2.0,0.0,2.1666666666666665,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-17,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,5.0,1.0,24.0,0.0,-19.0,4.0,2.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-18,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,6.0,1.0,0.0,4.166666666666667,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-19,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,5.0,2.0,0.0,4.166666666666667,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-20,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,4.0,1.0,0.0,3.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-21,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-12.0,0.0,0.0,1.0,-2.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-22,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,1.0,0.0,2.3333333333333335,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-23,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,5.0,2.0,20.0,4.0,0.0,0.0,5.166666666666667,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-24,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,3.0,2.0,0.0,3.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-25,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,5.0,2.0,0.0,2.8333333333333335,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-26,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,5.0,1.0,-9.0,4.0,1.0,0.0,0.3333333333333333,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-27,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,7.0,2.0,-1.0,4.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-28,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,1.0,-1.0,3.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-02-29,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,6.0,2.0,-2.0,4.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-01,FL,0,0,21477737,0.0,0.0,0.0,0.0,0.0,8.0,7.0,10.0,7.0,1.0,-1.0,5.333333333333333,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-02,FL,1,0,21477737,0.14285714285714285,0.0,0.004655984007998608,0.0,0.0006651405725712296,7.0,7.0,8.0,3.0,1.0,0.0,4.333333333333333,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-03,FL,1,0,21477737,0.14285714285714285,0.0,0.004655984007998608,0.0,0.0006651405725712296,8.0,10.0,10.0,3.0,2.0,0.0,5.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-04,FL,1,0,21477737,0.14285714285714285,0.0,0.004655984007998608,0.0,0.0006651405725712296,6.0,6.0,14.0,1.0,1.0,0.0,4.666666666666667,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-05,FL,2,0,21477737,0.2857142857142857,0.0,0.009311968015997216,0.0,0.0013302811451424592,5.0,5.0,8.0,2.0,1.0,0.0,3.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-06,FL,2,2,21477737,0.2857142857142857,0.2857142857142857,0.009311968015997216,0.009311968015997216,0.0013302811451424592,3.0,3.0,9.0,-1.0,1.0,0.0,2.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-07,FL,6,2,21477737,0.8571428571428571,0.2857142857142857,0.02793590404799165,0.009311968015997216,0.003990843435427378,4.0,3.0,13.0,2.0,2.0,-1.0,3.8333333333333335,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-08,FL,9,2,21477737,1.2857142857142858,0.2857142857142857,0.041903856071987475,0.009311968015997216,0.005986265153141068,4.0,3.0,-1.0,1.0,0.0,1.0,1.3333333333333333,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-09,FL,14,2,21477737,1.8571428571428572,0.2857142857142857,0.06518377611198051,0.009311968015997216,0.008646827443425986,5.0,5.0,6.0,-1.0,0.0,0.0,2.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-10,FL,25,2,21477737,3.4285714285714284,0.2857142857142857,0.1163996001999652,0.009311968015997216,0.015963373741709513,5.0,6.0,11.0,1.0,0.0,0.0,3.8333333333333335,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-11,FL,48,2,21477737,6.714285714285714,0.2857142857142857,0.2234872323839332,0.009311968015997216,0.0312616069108478,6.0,7.0,20.0,-1.0,0.0,0.0,5.333333333333333,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-12,FL,57,2,21477737,7.857142857142857,0.2857142857142857,0.26539108845592063,0.009311968015997216,0.036582731491417636,5.0,17.0,17.0,-2.0,-1.0,0.0,6.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-13,FL,64,2,21477737,8.857142857142858,0.0,0.2979829765119109,0.009311968015997216,0.04123871549941625,1.0,22.0,14.0,-8.0,-5.0,2.0,4.333333333333333,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-14,FL,96,3,21477737,12.857142857142858,0.14285714285714285,0.4469744647678664,0.013967952023995825,0.059862651531410675,-6.0,16.0,8.0,-10.0,-1.0,2.0,1.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-15,FL,100,3,21477737,13.0,0.14285714285714285,0.4655984007998608,0.013967952023995825,0.0605277921039819,-9.0,9.0,12.0,-13.0,-6.0,3.0,-0.6666666666666666,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-16,FL,137,5,21477737,17.571428571428573,0.42857142857142855,0.6378698090958093,0.02327992003999304,0.08181229042626126,-6.0,14.0,0.0,-16.0,-18.0,6.0,-3.3333333333333335,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-17,FL,211,6,21477737,26.571428571428573,0.5714285714285714,0.9824126256877063,0.02793590404799165,0.12371614649824873,-11.0,14.0,1.0,-18.0,-22.0,8.0,-4.666666666666667,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-18,FL,328,7,21477737,40.0,0.7142857142857143,1.5271627546235433,0.032591888055990254,0.1862393603199443,-19.0,7.0,0.0,-26.0,-26.0,10.0,-9.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-19,FL,429,8,21477737,53.142857142857146,0.8571428571428571,1.9974171394314029,0.037247872063988864,0.24743229299649747,-23.0,6.0,-7.0,-33.0,-29.0,12.0,-12.333333333333334,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-20,FL,649,8,21477737,83.57142857142857,0.8571428571428571,3.0217336211910966,0.037247872063988864,0.3891072349541694,-29.0,6.0,-15.0,-38.0,-31.0,14.0,-15.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-21,FL,761,8,21477737,95.0,0.7142857142857143,3.5432038300869406,0.037247872063988864,0.44231848075986774,-39.0,-3.0,-33.0,-42.0,-26.0,11.0,-22.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-22,FL,1004,13,21477737,129.14285714285714,1.4285714285714286,4.674607944030602,0.0605277921039819,0.6012870776043917,-43.0,-12.0,-33.0,-49.0,-33.0,11.0,-26.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-23,FL,1227,19,21477737,155.71428571428572,2.0,5.712892377814292,0.08846369615197355,0.7250032241026405,-37.0,-12.0,-33.0,-46.0,-36.0,15.0,-24.833333333333332,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-24,FL,1412,21,21477737,171.57142857142858,2.142857142857143,6.574249419294034,0.09777566416797077,0.7988338276580469,-38.0,-12.0,-33.0,-46.0,-39.0,16.0,-25.333333333333332,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-25,FL,1975,25,21477737,235.28571428571428,2.5714285714285716,9.19556841579725,0.1163996001999652,1.0954865230248154,-38.0,-13.0,-33.0,-48.0,-40.0,17.0,-25.833333333333332,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-26,FL,2439,30,21477737,287.14285714285717,3.142857142857143,11.355944995508604,0.13967952023995825,1.3369325508681718,-40.0,-14.0,-34.0,-51.0,-42.0,18.0,-27.166666666666668,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-27,FL,3198,46,21477737,364.14285714285717,5.428571428571429,14.889836857579548,0.21417526436793596,1.6954433194840646,-44.0,-17.0,-38.0,-55.0,-43.0,20.0,-29.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-28,FL,4038,56,21477737,468.14285714285717,6.857142857142857,18.80086342429838,0.26073510444792203,2.17966565631592,-49.0,-23.0,-48.0,-59.0,-36.0,14.0,-33.5,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-29,FL,4947,59,21477737,563.2857142857143,6.571428571428571,23.033152887569113,0.2747030564719179,2.622649277648359,-50.0,-26.0,-48.0,-63.0,-41.0,13.0,-35.833333333333336,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-30,FL,5702,71,21477737,639.2857142857143,7.428571428571429,26.548420813608065,0.3305748645679012,2.9765040622562533,-42.0,-22.0,-42.0,-55.0,-43.0,17.0,-31.166666666666668,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-03-31,FL,6739,85,21477737,761.0,9.142857142857142,31.37667622990262,0.3957586406798817,3.5432038300869406,-42.0,-20.0,-46.0,-52.0,-45.0,19.0,-31.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-04-01,FL,7556,97,21477737,797.2857142857143,10.285714285714286,35.180615164437484,0.451630448775865,3.7121495355200333,-37.0,-11.0,-41.0,-53.0,-45.0,18.0,-28.166666666666668,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-04-02,FL,8999,144,21477737,937.1428571428571,16.285714285714285,41.89920008797947,0.6704616971517996,4.363322156067267,-39.0,-11.0,-42.0,-55.0,-46.0,19.0,-29.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-04-03,FL,10258,170,21477737,1008.5714285714286,17.714285714285715,47.761083954049724,0.7915172813597634,4.695892442352881,-47.0,-19.0,-49.0,-59.0,-48.0,22.0,-33.333333333333336,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-04-04,FL,11534,195,21477737,1070.857142857143,19.857142857142858,53.70211954825594,0.9079168815597286,4.985893731993938,-53.0,-25.0,-57.0,-64.0,-40.0,16.0,-37.166666666666664,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-04-05,FL,12346,221,21477737,1057.0,23.142857142857142,57.482778562750816,1.0289724657676924,4.921375096454529,-57.0,-33.0,-70.0,-70.0,-45.0,15.0,-43.333333333333336,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
2020-04-06,FL,13624,254,21477737,1131.7142857142858,26.142857142857142,63.433126124973036,1.1826199380316464,5.269243615909282,-47.0,-25.0,-50.0,-59.0,-48.0,19.0,-35.0,53634.00899999999,56.05955320055635,26829.026218465733,16.5641158973035,24.077427988067864,20.65058790257771,9.119582885314967,-0.008108750083542709,3.5144658160060693
