geo_type,region,state,county,city,transportation_type,alternative_name,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20
city,Jacksonville,FL,,Jacksonville,transit,,100,95.98,96.46,101.14,99.92,101.46,78.27,90.35,91.42,81.69,91.89,100.43,104.49,79.69,95.31,102.48,93.5,94.69,107.64,93.9,77.76,99.13,106.97,102.28,99.09,108.74,95.87,77.95,101.1,104.02,99.29,105.47,102.91,101.73,79.06,99.13,103.5,92.36,94.84,103.03,99.25,79.84,107.13,91.65,102.6,106.85,104.02,108.03,82.95,106.14,102.56,97.32,102.99,104.8,99.25,77.64,95.98,101.14,98.23,91.93,97.64,92.28,81.06,77.83,84.02,74.49,73.43,73.23,55.31,49.92,60.08,59.49,62.76,59.8,63.62,52.52,46.65,52.52,45.43,45.12,50.59,41.61,39.57,34.29,48.23,49.02,44.02,48.43,52.6,41.73,34.92,47.4,42.13,40.28,46.81,48.62,47.44,42.6,52.6,53.74,49.84,48.27,48.86,51.06,41.34,54.96,56.18,53.07,52.17,53.9,57.72,52.2,57.91,61.97,58.82,52.68,61.97,59.72,50.16
city,Jacksonville,FL,,Jacksonville,walking,,100,101.64,106.25,106.61,119.55,130.79,79.24,92.88,89.48,87.66,94.64,115.45,123.96,78.12,89.4,94.37,89.53,99.07,116.94,124.39,77.87,91.86,96.32,105.94,97.9,121.62,133.86,100.39,99.1,104.31,105.21,118.41,134.68,140.76,89.02,97.93,99.64,103.28,100.72,117.44,133.47,87.77,97.35,87.95,101.94,112.56,131.22,164.88,94.1,106.67,112.42,112.91,110.01,133.92,147.97,89.04,109.03,116.23,116.12,119.87,132.4,134.44,91.81,98.93,98.4,96.19,96.4,94.66,77.41,55.08,74.06,73.14,68.81,73.23,78.41,72.77,59.79,68.68,63.03,72.1,73.78,68.88,61.94,45.46,65.88,66.53,68.85,71.64,75.9,70.07,48.08,63.32,60.13,61.02,75.55,86.2,76.09,63.77,74.91,84.19,79.7,77.47,81.71,90.41,69.66,80.98,84.04,83.61,82.36,102.61,98.7,76.2,96.65,104.7,94.21,102.6,118.35,110.77,78.53
city,Kansas City,MO,,Kansas City,driving,,100,105.22,103.14,107.71,74.05,126.55,88.51,93.9,97.28,86.45,95.41,99.76,121.7,83.81,95.35,96.75,101.6,104.33,122.29,127.88,86.18,96.42,107.47,109.05,104.31,116.38,121.49,83.96,97.01,103.56,92.3,101.32,133.56,131.43,95.25,104.58,103.26,103.56,108.54,128.05,137.36,93.6,98.71,100.94,106.34,112.21,133.76,140.78,96.69,102,108.19,110.02,115.06,137.78,143.82,97.78,100.9,113.16,114.92,106.49,114.54,95.61,67.87,78.99,72.08,67.2,67.32,74.5,63.15,44.03,63.94,46.48,52.93,55.73,61.26,56.1,45.64,56.93,59.09,61.06,58.91,58.55,54.86,45.77,56.63,62.02,63.4,63.3,71.26,62.38,36.51,60.99,63.89,70.76,66.88,73.96,73.98,58.66,71.64,74.96,70.46,79.82,77.89,79.8,64.34,76.67,76.76,79.78,87.75,98.92,91.85,69.75,73.58,90.48,88.52,88,107.23,99.31,72.77
city,Kansas City,MO,,Kansas City,transit,,100,101.3,91.59,98.76,76.36,96.49,77.63,86.19,103.25,89.35,94.04,98.64,92.48,74.12,95.31,96.55,102.83,95.9,104.54,100.24,82.71,101.24,121.69,114.64,98.82,98.85,96.93,81.03,99.06,97.99,91.3,89.14,112.19,111.45,85.36,103.63,100.91,102.83,103.1,103.25,106.88,81.41,92.09,100.12,100.15,99.94,105.96,105.25,88.99,97.93,103.89,96.11,93.69,111.51,111.95,81.79,93.3,104.93,106.31,94.69,91.44,78.05,64.59,73.95,67.13,63.06,61.97,61.43,56.57,40.99,52.4,45.71,50.49,51.76,54.85,46.74,46.98,55.39,56.15,51.64,51.17,42.64,44.79,44.29,48.57,58.25,56.39,52.99,50.19,45.71,34.38,55.65,55.27,52.85,44.38,50.01,48.45,42.52,54.53,56.71,48.19,49.4,49.66,50.1,44.76,56.06,54.26,59.93,60.11,59.58,52.38,47.42,48.45,61.29,60.08,55.18,60.93,52.61,41.84
city,Kansas City,MO,,Kansas City,walking,,100,104.82,102.42,102.27,82.45,178.05,113.1,92.38,95.42,80.68,91.79,115.7,173.08,102.18,92.04,94.3,95.9,101.97,143.25,189.17,161.88,110,177.65,320.43,107.47,127.34,166.28,92.23,94.85,102.18,87.49,106.02,179.06,204.38,129.96,117.92,101.18,100.29,103.88,135.87,175.48,101.11,93.82,97.11,103.74,112.94,156.27,200.12,114.19,101.19,111.75,111.6,116.57,167.09,208.09,118.17,94.89,122.29,131.6,112.44,122.43,115.96,71.7,81.01,74.78,70.66,77.55,78.28,69.32,50.04,70.72,52.55,66.29,74.51,72.27,73.38,63.97,69.25,73.52,75.77,69.88,58.58,64.14,60.43,64.23,80.68,80.31,73.02,82.76,78.93,41.63,66.96,71.03,75.44,65.38,75.25,84.97,71.36,83.41,88.17,73.64,92.07,80.74,97.12,80.54,88.67,84.88,90.94,101.57,108.4,110.88,86,76.34,105.14,98.86,92.6,122.05,116.82,83.02
city,Las Vegas,NV,,Las Vegas,driving,,100,102.11,106.24,110.98,132.98,142.25,111.36,115.25,112.31,111.76,116.2,133.25,132.42,98.42,109.38,108.27,107.58,112.38,128.87,125.8,91.54,107.86,107.64,110.05,115.02,132.98,130.92,97.48,109.7,110.26,113.22,125.34,150.02,143.56,116.74,118.48,117.7,119.92,132.92,153.89,143.89,114.68,120.88,117.84,119.88,123.98,140.9,137.87,106.01,114.8,116.42,119.69,124.47,142.75,140.77,110.01,119.13,115.98,115.37,112.41,120.77,112.32,83.69,90.6,82.84,69.08,62.84,66.32,54.99,43.53,54.25,55.83,55.04,56.05,61.18,53.69,42.63,55.22,56.45,57,55.94,62.1,54.27,42.77,53.41,53.73,53.47,55.75,60.98,56.3,37.97,56.37,57.69,63.63,64.23,69.77,63.38,53.63,64.87,63.81,66.06,68.27,74.26,68.53,55.38,68.69,70.71,71.82,75.31,83.99,75.97,61.69,75.32,79.17,76.85,79.4,87.57,85.34,66.68
city,Las Vegas,NV,,Las Vegas,transit,,100,98.66,99.02,96.36,105.06,98.75,88.18,104.63,112.5,106.71,105.96,102.84,100.56,84.93,105.51,102.97,96.21,100.04,106.42,99.54,81.05,99.83,95.92,102.52,99.82,103.92,101.29,83.04,104.91,102.23,101.47,105.78,112.54,106.07,96.15,105.46,113.55,106.93,112.56,117.24,99.93,94.21,113.02,110.78,105.93,99.43,105.08,99.43,89.44,102.62,105.47,106.05,103.34,111.03,98.45,89.27,104.68,96.04,95.23,87.5,85.77,82.65,70.12,72.55,64.4,49.71,43.46,43.48,38.45,35.17,40.99,42.49,39.76,34.42,36.54,32.43,28.77,35.12,34.04,34.38,32.77,33.14,32.15,27.49,32.32,32.56,32.29,32.71,33.21,30.39,26.59,34.67,34.33,35.18,34.06,35.56,31.28,29.13,35.96,36.49,37.81,38.98,38.81,33.56,32.92,39.74,41.17,36.89,37.7,39.92,36.84,35.38,42.1,41.03,39.99,41.15,43.4,40.8,36.31
city,Las Vegas,NV,,Las Vegas,walking,,100,103.03,103.76,112.92,151.38,186.21,148.84,128.39,124.82,116.98,120.84,150.82,182.01,125.97,111.7,105.63,102.65,113.03,142.5,168.01,110,102.09,102.06,110.14,119.37,157.38,184.82,122.99,107.14,103.24,110.48,131.88,181.91,203.8,166.28,133.97,117.84,119.8,135.66,181.46,199.28,147.86,129.81,117.01,116.86,125.52,159.19,185.56,130.35,112.03,112.76,118.64,132.05,175.67,199.07,146.68,131.55,118.34,124.15,110.34,126.68,139.23,96.35,78.88,64.51,46.59,40.51,41.96,37.92,32.1,37.11,39.02,36.56,52.09,40.06,36.54,29.71,39.21,39.55,39.54,36.93,42.1,38.59,30.58,35.56,36.45,35.84,37.15,40.17,38.76,25.82,37.8,38.27,43.22,42.24,44.54,40.63,34.07,42.67,43.47,44.48,43.82,47.03,44.15,35.17,44.35,46.62,46.15,48.64,53.35,49.79,39.99,49.96,51.3,50.82,52.41,58.9,56.13,42.68
city,Lexington,KY,,Lexington,driving,,100,103.88,102.26,104.32,120.29,112.52,85.12,96.22,102.08,98.25,103.25,121.43,120.24,76.93,90.38,94.39,101.82,103.83,124.3,118.05,84.29,95.12,101.91,97.99,102.69,109.29,110.74,82.47,94.44,99.78,102.1,116.96,161.01,142.6,93.14,100.21,99.89,106.56,112.46,146.91,138.5,93.63,98.79,107.72,116.59,117.27,147.09,145.52,99.6,101.95,113.29,113.71,121.91,138.79,136.13,91.26,104.73,104.95,109.19,105.22,112.23,85.42,61.27,72.31,68.1,63.88,64.58,74.4,60.14,48.5,58.8,57.27,61.32,63.66,65.54,57.26,46.43,59.51,54.66,56.11,60.34,67.26,56.75,46.11,59.4,59.62,59.66,61.91,68.53,58.91,38.52,55.28,58.39,67.42,68.64,72.65,67.65,55.35,70.18,69.75,73.48,70.33,81.39,67.11,53.59,73.31,75.34,71.68,77.9,92.57,81.2,63.75,82.78,77.85,83.79,89.88,95.22,94.24,68.52
city,Lexington,KY,,Lexington,transit,,100,98.02,106.17,93.16,84.45,73.87,53.47,72.44,92.61,98.68,84.23,79.82,75.85,60.09,85.56,78.5,83.68,87.98,85.89,75.3,64.06,83.46,99.45,89.75,97.91,80.04,64.06,65.82,82.36,81.04,86.99,90.74,90.19,99.67,62.95,85.56,82.58,73.76,80.71,89.97,88.97,62.4,89.42,99.45,90.52,100.22,89.86,80.49,64.94,67.81,77.07,77.4,78.72,82.8,85.67,63.07,79.93,83.35,78.61,66.26,67.81,55.02,44.32,51.71,53.25,50.5,38.81,47.41,39.8,36.93,39.25,43.44,47.96,45.42,38.81,42.78,40.24,47.41,35.39,44.43,37.6,37.71,34.4,33.74,46.64,43.55,38.37,37.27,31.64,33.3,25.58,41.68,35.06,33.96,31.86,27.45,33.52,32.64,34.51,39.14,32.3,29.66,35.61,32.97,29.33,32.86,29.99,32.64,32.75,39.58,34.18,41.01,34.84,35.94,35.83,42.01,35.06,48.62,33.74
city,Lexington,KY,,Lexington,walking,,100,109.02,133.58,139.52,130.55,133.84,75.34,95.77,118.95,104.29,114.33,131.28,151.95,70.76,93.26,94.51,108.85,109.02,118.78,128.21,78.23,97.76,107.71,94.97,107.71,112.27,128.9,70.15,82.91,92.14,90.78,121.43,211.09,186.53,87.28,97.9,91.94,105.39,116.06,139.68,193.75,90.7,90.13,103.64,102.54,112.37,184.6,181.68,90.9,91.72,127.86,114.37,130.53,144.85,159.34,87.85,104.31,97.9,109.22,97.25,101.79,76.25,50.63,64.67,61.97,58.71,61.56,70.25,47.82,44.1,54.27,52.79,61.23,67.72,60.18,57.59,51.53,62.29,48.47,54.15,56.15,71.25,63.11,55.39,61.86,58.97,61.11,64.29,66.28,56.86,39.01,50.85,51.57,57.53,60.42,62.27,59.81,53.89,73.73,67.32,66.77,58.59,71.59,60.54,48.78,77.13,71.27,65.22,66.1,88.64,79.61,62.88,84.76,72.14,76.98,88.36,83.54,85.96,60.13
city,Los Angeles,CA,,Los Angeles,driving,LA,100,105.93,112.23,111.73,130.2,122.3,92.49,101.89,108.51,111.56,118.7,129.35,125.81,90.7,103.78,108.2,109.24,112.39,128.35,123.78,84.36,100.73,106.09,110.28,115.53,131.6,126,89.54,108.51,114.01,116.93,127.6,152.08,127.42,101.93,107.66,115.76,117.01,123.74,137.91,127.2,100.94,113.05,116.44,116.42,120.34,136.12,132.75,95.14,107.53,117.58,114.67,121.15,134.88,127.12,97.79,104.25,105.16,105.95,103.85,103.23,82.59,62.77,73.91,68.19,63.35,59.1,56.79,47.54,36.18,45.99,46.25,46,46.38,51.27,43.19,34.94,44.97,45.54,46.7,45.87,52.04,44.77,33.92,40.81,41.36,42.38,40.85,48.47,46.57,30.88,44.59,47.28,50.4,50.79,56.06,50.5,41.8,51.13,51.43,53.78,55.45,62.76,58.24,47.3,54.68,56.89,57.52,60.37,68.53,63.88,52.2,60.98,64.24,64.21,66.74,79.04,76.7,60.36
city,Los Angeles,CA,,Los Angeles,transit,LA,100,103.78,105.28,103.12,109.34,92.96,76.92,93.71,112.4,110.84,115.03,115.94,94.56,74.66,110.61,109.55,107.99,108.11,114.67,98.76,74.59,102.41,107.02,107.68,113.5,115.53,95.08,73.04,115.51,116.09,114.86,118.05,123.05,95.89,83.93,100.27,123.62,121.08,122.6,123.56,97.24,84.87,122.25,120.6,116.93,116.08,121.19,101.11,78.11,111.77,118.77,114.33,114.58,118.67,96.8,79.62,106.63,94.98,101.68,76,70.41,55.08,47.97,50.28,46.31,42.19,36.73,33.16,27.5,23.56,30.78,29.21,28.44,27.09,27.99,23.33,21.78,27.76,26.68,26.25,25.76,26.3,22.14,19.22,21.76,22.16,21.82,19.1,21.7,21.66,17.8,23.47,23.76,24.21,23.78,23.98,21.05,20.25,25.8,24.82,24.93,25.19,25.85,23.52,21.48,26.14,27.27,26.49,26.73,28.52,25.62,23.45,28.56,28.34,28.85,28.59,30.79,27.25,23.06
city,Los Angeles,CA,,Los Angeles,walking,LA,100,105.72,111.35,111.68,134.45,154.54,116.52,109.02,107.66,110.91,116,135.03,155.49,106.78,106.25,109.04,107.61,112.22,136.63,161.75,100.75,97.36,102.34,106.62,112.67,136.95,155.66,100.95,110.08,111.05,114.35,125.75,159.21,164.35,131.75,118.54,112.9,114.73,121.76,143.82,155.36,122.46,112.99,112.18,112.44,116.16,141.16,163.07,109.06,108.99,123.12,111.02,116.47,139.02,157.79,125.71,104.38,97.52,105.93,81.78,92.63,91.26,70.35,63.04,63.51,59.28,53.2,53.02,52.41,39.64,46.69,46.49,46.4,46.12,50.01,47.22,39.9,47.19,46.51,48.68,47.22,52.6,48.28,36.02,37.63,38.13,41.92,35.31,45.5,50.85,31.73,44.12,48.69,51.17,51.17,54.26,52.17,44.5,52.06,51.61,53.91,54.66,60.69,60.26,48.41,54.81,56.16,55.92,59.08,66.7,65.73,54.15,62.18,64.02,63.69,65.65,76.98,80.87,60.53
city,Louisville,KY,,Louisville,driving,,100,105.27,107.02,108.04,122.11,113.64,83,93.88,98.54,103.23,108.57,124.05,117.07,79.99,95.37,99.45,101.74,104.65,125.83,119.41,84.9,97.2,103.83,110.12,110.93,117.8,115.24,84.05,101.51,108.48,118.96,125.36,150.21,133.49,94.49,106.87,107.69,115.25,114.77,139.09,135.31,91.76,103.18,111.56,114,118.21,140.45,141.76,101.21,105.83,116.26,117.5,123.11,142.28,149.03,104.67,106.82,113.85,122.3,106.27,120.07,97.66,71.18,81.97,79.36,73.15,70.53,81.61,63.98,49.18,66.32,61.74,65.5,68.1,72.05,63.82,50.56,64.3,61.54,63.27,66.75,75.22,62.88,50.42,65.73,66.18,67.27,69.14,76.13,66.61,40.77,62.33,67.42,73.1,75.2,77.58,76.16,58.87,80.69,77.98,81.41,73.65,91.92,73.8,58.92,82.7,85.72,79.8,83.83,102.38,92.57,67.2,91.87,85.74,92.68,97.72,98.91,102.95,73.28
city,Louisville,KY,,Louisville,transit,,100,102.15,103.15,94.41,101.7,89.2,77.07,86.71,92.84,97.72,100.79,102.11,87.96,78.64,103.56,98.05,98.01,94.33,101.7,98.8,82.95,113.16,101.57,109.06,100.41,104.14,93.87,82.62,102.57,104.84,99.09,102.65,107.37,96.19,78.52,108.2,106.75,116.39,104.55,112.29,107.74,78.15,93,101.2,95.99,97.27,103.93,108.44,89.94,98.88,103.73,105.59,97.35,102.11,104.84,85.47,97.97,99.42,103.31,87.71,89.94,74.54,60.06,74.54,69.12,58.82,63.37,68.5,54.93,47.27,61.42,54.22,50.75,48.72,52.52,45.94,43.29,51.9,45.94,41.76,47.35,49.5,41.31,39.36,46.85,45.36,46.36,43.87,40.89,42.38,30.79,43.09,38.41,44.29,39.82,37.75,40.31,39.82,47.76,45.94,47.97,42.26,49.63,40.69,38.08,49.75,46.77,47.39,46.36,53.1,48.39,44.45,52.57,52.48,50.99,56.37,51.37,48.47,43.5
city,Louisville,KY,,Louisville,walking,,100,106.79,102.88,104.38,120.68,123.83,81.6,88.27,93.52,100.97,105.91,120.4,131.21,75.6,89.89,93.61,94.52,103.25,119.12,135.33,82.89,105.14,93.14,108.52,112.36,131.29,140.19,79.64,90.02,102.14,109.34,119.52,163.63,165.58,96.9,106.19,96.78,110.48,106.31,143.6,165.28,88.81,94.35,106.78,117.77,132.94,153.49,176.49,107.06,100.64,109.28,110.93,119,143.69,192.04,109.75,99.27,114.81,108.42,103.8,120.81,96.83,65.4,80.87,77.82,66.57,64.71,84.85,61.44,47.79,68.8,61.17,72.3,71.28,75.23,73.17,58.73,72.31,64.21,64.77,69.55,76.66,68.31,56.24,77.42,70.92,70.61,72.84,75.77,68.64,39.01,62.11,62.49,72.42,71.29,74.3,73.24,58.21,83.93,82.26,80.43,68.03,91.13,68.23,51.25,86.65,85.34,76.35,75.45,103.53,96.55,66.59,97.9,83.58,94.81,98.02,90.78,106.72,65.36
city,Madison,WI,,Madison,driving,,100,107.57,106.09,110.95,129.62,110.58,104.24,114.2,120.07,117.36,120.24,134.42,127.17,95.29,105.22,110.35,108.64,115.94,138.48,138.52,95.71,101.86,105.34,109.08,115.87,135.37,137.32,86.38,108.67,111.82,115.06,126.47,150.18,147.69,112.61,108.92,118.63,113.66,119.46,149.62,150.89,114.36,106.12,108.65,110.93,128.61,161.07,159.47,117.41,109.57,116.55,118.99,125.68,158.63,157.22,116.11,110.57,116.27,117.72,114.5,124.13,93.29,66.52,71.46,67.87,58.44,59.01,66.5,57.63,46.31,56.74,51.32,48.33,47.83,54.99,43.27,39.02,53.78,52.3,56.82,57.34,62.8,58.35,51.57,55.74,61.72,54.15,58.73,68.6,57.57,38.16,55.48,57.76,62.72,65.06,71.76,70.74,58.37,66.79,67.95,67.69,69.24,80.7,71.67,65.39,65.28,68.32,67.61,79.9,91.6,85.52,71.84,76.14,76.57,83.46,87.05,97.84,91.56,63.84
city,Madison,WI,,Madison,transit,,100,98.88,103.81,103.24,119.58,93.88,89.74,170.74,282.87,280.21,271.32,241.89,147.68,105.54,228.03,223.86,215.33,233.25,219.04,148.22,107.09,205.07,205.07,212.02,208.28,206.84,134.69,110.18,201.19,213.03,208.46,236.88,226.09,144.19,110.44,214.32,209.14,203.67,209.54,208.6,136.09,111.55,173.48,181.97,188.34,195.25,220.3,139.37,113.31,178.81,190.86,180.89,198.13,198.13,144.08,108.89,173.59,169.13,158.94,171.97,113.64,59.73,41.6,48.29,37.42,35.16,28.93,32.39,23.64,21.37,28.5,26.81,24.25,21.12,21.88,18.21,22.38,27.64,20.94,26.16,21.63,23.86,19.29,20.55,21.63,23.75,19.32,21.81,23.14,20.22,14.9,23.03,25.4,18.78,22.89,20.22,19.18,21.16,24.07,22.96,21.88,22.53,20.98,16.88,22.78,20.91,20.83,21.12,26.92,22.85,24.43,23.25,24.72,22.6,25.91,23.14,23.82,22.35,15.98
city,Madison,WI,,Madison,walking,,100,109.97,111.76,109.2,132.02,157.83,129.98,186.49,357.26,322.96,257.85,254.12,236.84,120.42,201.02,192.19,186.57,192.44,241.76,265.97,132.56,161.53,155.62,160.74,170.19,219.78,218.49,113.2,152.19,154.81,161.7,172.65,228.21,253.08,156.72,148.15,173.5,148.56,158.31,221.17,262.14,171.88,135.47,135.62,138.53,199.94,297.11,312.59,177.54,142.42,145.75,170.34,174.29,273.09,289.41,177.98,127.52,157.72,146.17,155.74,147.98,114.09,69.77,64.36,68.24,51.33,50.48,57.37,56.6,48.85,56.45,57.64,51.33,49.02,60.45,44.05,41.78,69.86,58.29,66.4,68.61,69.32,67.22,63.28,59.1,83.03,57.22,57.22,68.09,66.51,46.63,52.98,57.39,55.7,64.95,67.36,75.23,73.79,71.27,65.95,64.84,62.76,72.11,72.4,78.75,56.18,62.99,52.25,78.41,83.18,89.32,81.43,69.96,66.55,84.87,84.05,86.55,84.8,51.15
city,Memphis,TN,,Memphis,driving,,100,103.39,101.61,106.95,127.75,121.66,84.26,97.09,98.33,100.7,101.41,118.65,121.18,77.86,97.88,100.43,98.58,103.81,124.64,126.39,84.68,98.02,97.59,100.12,103.69,119.76,120.51,87.65,98.1,102.13,103.49,117.12,143.4,133.03,93.73,106.03,99.95,105.19,107.15,130.33,133.87,84.93,100.58,108.46,112.52,122.93,146.64,158.53,100.94,110.44,119.97,114.27,125.39,151.34,155.63,102.95,111.35,115.21,106.75,111.05,123.06,111.69,79.89,91.7,92.77,84.36,85.75,88.18,79.43,50.56,72.57,64.81,64.8,74.65,81.74,67.54,56.98,68.52,69.27,74.99,77.05,82.17,69.78,54.96,72.77,70.12,75.62,78.62,85.96,75.42,42.51,75.22,76.34,85.25,88.36,95.67,89.68,59.52,91.62,89.2,84.33,86.49,103.26,91.03,73.21,91.27,92.79,93.93,102.19,114.35,109.28,77.35,101.54,106.97,107.27,111.08,117.98,125.86,85.92
city,Memphis,TN,,Memphis,transit,,100,103.11,93.77,91.92,102.35,98.85,69.69,97.38,96.29,102.29,87.98,105.08,95.3,68.32,97.87,97.11,89.73,98.58,108.25,93.17,79.96,97.32,95.96,101.86,99.18,102.79,97.16,84.49,105.13,98.2,92.79,103.11,112.07,105.19,76.52,105.46,99.29,94.32,93.94,111.03,103.88,67.83,85.91,102.84,100.87,102.79,104.26,117.8,74.88,104.75,98.96,102.24,103.6,116.17,118.73,81.38,106.06,108.9,99.29,99.4,99.56,89.62,66.47,78.21,90.99,73.89,76.95,72.2,61.28,48.44,63.57,66.74,64.23,69.47,79.74,62.32,58.93,70.67,64.5,65.1,65.87,64.17,53.63,51.77,58.87,57.07,61.33,64.5,62.64,48.33,41.13,56.85,54.01,56.2,58.6,61.88,59.15,44.84,62.92,64.88,56.53,52.32,70.02,61.82,51.94,60.35,66.58,57.4,66.68,66.19,72.09,59.8,70.67,68.92,68,73.78,73.51,69.42,57.45
city,Memphis,TN,,Memphis,walking,,100,111.49,103.44,108.37,140.38,149.22,94.95,105.54,101.9,101.64,92.65,124.22,146.22,84.66,104.91,102.19,98.34,106.4,142.64,156.8,92.24,102.47,94.47,99.21,103.11,129.72,156.1,105.12,98.87,104.89,103.75,120.54,167.3,178.25,105.68,106.35,95.48,102.35,102.28,138.69,165.22,89.02,99.33,108.22,111.35,128.91,184.9,232.84,112.52,113.34,126.56,117.86,134.56,193.79,220.99,121.98,114.43,122.92,111.51,114.08,134.57,131.63,83.39,93.65,99.15,88.61,91.89,93.61,89.02,50.86,78.69,70.47,73.09,89.79,87.81,74.72,68.96,71.87,76.02,84.64,82.65,89.02,81.97,67.88,85.71,77.21,85.97,87.84,95.91,91.46,47.95,80.63,82.74,94.75,92.72,104.55,100.97,62.21,106.19,101.89,87.83,85.52,111.63,98.64,82.85,98.34,94.31,99.08,109.24,121.77,123.66,80.54,109.37,122.22,118.44,120.46,123.75,143.9,91.65
city,Miami,FL,,Miami,driving,,100,103.67,105.71,109.05,126.28,114.06,86.67,98.67,104.95,102.79,110.12,122.63,112.8,82.05,98.52,103.55,105.18,115.25,132.65,123.52,93.24,105.8,103.92,105.71,110.33,121,116.08,87.7,103.16,107.83,111.9,120.02,138.38,117,90.57,104.36,112.82,111.72,115.98,127.54,120.1,91.06,103.89,108.66,112.37,115.4,132.62,123.35,91.71,106.56,109.8,116.1,117.09,130.25,127.61,90.81,109.35,113.46,113.02,110.28,117.29,105.91,77.24,85.86,78.31,70.17,65.71,66.75,51.9,38.06,48.02,47.5,46.64,46.47,48.99,40.88,31.97,43.07,43.64,43.46,43.88,45.85,39.06,29.34,40.3,42.04,43.01,44.03,48.19,41.19,29.54,44.05,45.11,47.84,47.83,53.96,47.99,38.23,50.13,49.59,50.99,51.98,57.55,52.13,37.02,52.7,54.19,55.54,54.8,67.47,60.66,47.81,59.8,64.16,63.57,65.91,75.27,71.41,47.23
city,Miami,FL,,Miami,transit,,100,99.91,100.02,101.38,99.07,90.66,77.52,91.11,98.34,90.83,94.63,102.02,89.63,72.92,98.79,98.94,99.81,104,111.53,97.23,81.54,100.71,99.65,101.14,104.71,99.92,93.25,81.54,102.08,100.78,102.15,106.68,108.21,87.61,80.75,100.39,105.14,103.4,103.14,106.78,94.75,80.49,102.52,103.4,101.92,99.41,103.83,94.08,78.62,101.48,100.25,104.76,103.77,104.24,93.01,75.9,101.76,101.2,98.4,90.22,87.73,77.2,62.73,70.88,59.55,54.91,48.81,46.08,37.93,31.97,37.63,36.99,36.21,34.42,35.45,30.95,27.22,33.86,34.24,31.18,29.73,29.54,27.86,24.05,28.32,28.04,29.64,29.78,29.39,26.74,22.43,29.61,29.2,28.06,28.14,30.06,27.05,24.69,30.64,31.41,29.31,30.41,32.98,30.16,25.44,32.78,33.41,33.44,30.94,35.28,32.66,30.07,37.91,38.6,37.76,36.02,38.93,37.17,26.61
city,Miami,FL,,Miami,walking,,100,100.61,103.83,107.84,124.99,141.41,105.45,102.91,96.86,94.17,96.7,123.5,138.25,97.93,96.35,99.55,102.21,115.51,145.54,159.48,115.57,104.41,96.78,99.04,105.68,120.96,143.15,107.92,97.65,98.78,104.17,114.73,141.2,130.54,108.55,109.71,106.25,107.9,113.79,131.9,144.38,109.76,104.56,104.12,99.97,110.02,134.95,151.28,111.77,115.71,113.76,120,125.68,147.03,164.7,123.7,132.75,136.22,137.97,137.47,152.82,157.06,111.25,100.81,87.74,73.52,66.45,64.51,53.68,39.41,47.11,46.3,44.52,45.26,46.86,42.06,34.4,42.66,42.38,42.52,41.97,44.83,41.3,31.65,39.26,42.15,43.49,43.66,46.77,42.03,31.83,43.41,43.72,44.19,44.48,49.2,46.57,39.45,47.65,47.21,47.92,48.64,51.83,49.63,34.59,49.81,50.57,51.8,49.2,63.46,58.84,46.77,57.05,59.34,58.13,59.86,68.89,67.48,41.76
